cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,interval_steps,interval_zero_progress_steps,interval_accepted_uops,interval_active_prefixes,max_interval_accepted_uops,epoch_lookahead_chunks,epoch_inflight_memory_uops,epoch_corrected_horizon_violations,epoch_advanced_cycles,batch_memory_events,interval_private_memory_events,interval_escape_memory_events,retired_uops,memory_accesses,uop_conservation_ok,memory_event_conservation_ok,memory_partition_ok,private_preview_epochs,private_preview_events,materialized_escape_events,state_certificate_failures,timing_certificate_failures,timing_reweave_passes,replayed_shared_events,canonical_fallback_epochs,max_batch_memory_events,reordered_memory_event_pairs,same_line_reordered_pairs,branch_outcome_coverage,per_core_uop_cpi_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_marine_base,business_base,15.3517361,19126260.78,7,931,60,3507372,1882,13454,1716,7479,1875,1906688,283128,234283,48845,3507372,283128,True,True,True,0,0,0,0,0,0,0,0,1176,0,4432,1.0,0.025982147215222455,2.7029468599033817,2.7750517545392674,-0.025983261219521686,0.025983261219521686,2.169526357626166,2.2273976711477728,-0.025981581228728658,0.025981581228728658,56675,56688,-0.0002293254304261925,0.0002293254304261925,48757,48876,-0.002434732793190932,0.002434732793190932,48757,48876,-0.002434732793190932,0.002434732793190932,4327,4325,0.00046242774566473987,0.00046242774566473987,47071,47054,0.00036128703192077186,0.00036128703192077186,47071,48760,-0.03463904840032814,0.03463904840032814
4,W_v28_marine_heldout,heldout,16.85507846,21508234.07,6,869,43,3281077,1940,12039,1604,4666,1930,1779712,172874,123696,49178,3281077,172874,True,True,True,0,0,0,0,0,0,0,0,682,0,3290,1.0,0.05075497224154907,2.765064624486483,2.6315069979554697,0.050753285716047904,0.050753285716047904,2.166862283329529,2.0621953382678604,0.05075510700629521,0.05075510700629521,51536,51554,-0.0003491484656864647,0.0003491484656864647,49091,49203,-0.0022762839664248113,0.0022762839664248113,49091,49203,-0.0022762839664248113,0.0022762839664248113,7789,7786,0.0003853069612124326,0.0003853069612124326,48134,45456,0.058914114748328056,0.058914114748328056,48134,49061,-0.018894845192719268,0.018894845192719268
4,W_v28_memory_random_mlp,mechanism,11.42022174,13162452.45,6,823,252,2228436,901,19232,1092,2678,899,1685504,294988,197726,97262,2228436,294988,True,True,True,0,0,0,0,0,0,0,0,2584,0,98248,1.0,0.031022225540108635,3.461479142185664,3.5723553957519174,-0.0310372964845834,0.0310372964845834,3.003305008535134,3.0994953010087247,-0.031034179158873295,0.031034179158873295,137390,137417,-0.00019648224018862294,0.00019648224018862294,97262,97327,-0.0006678516752802408,0.0006678516752802408,97262,97326,-0.0006575837905595627,0.0006575837905595627,56,61,-0.08196721311475409,0.08196721311475409,91142,91132,0.0001097309397357679,0.0001097309397357679,91142,91206,-0.000701708220950376,0.000701708220950376
4,W_v28_memory_seq_moderate,mechanism,17.48931027,20157298.1,6,1040,362,2228404,953,18564,1092,483,950,2129920,131140,38,131102,2228404,131140,True,True,True,0,0,0,0,0,0,0,0,1140,0,44,1.0,0.20584784460280178,4.3626004419029965,5.49341494144201,-0.20584909598002754,0.20584909598002754,3.785173604068203,4.766299965222074,-0.20584654098835298,0.20584654098835298,131102,131116,-0.000106775679550932,0.000106775679550932,131102,131207,-0.0008002621811336285,0.0008002621811336285,131102,131207,-0.0008002621811336285,0.0008002621811336285,56,60,-0.06666666666666667,0.06666666666666667,131082,131082,0.0,0.0,131082,131148,-0.0005032482386311648,0.0005032482386311648
4,W_v28_mysql_base,business_base,17.05317292,21562735.5,7,1623,196,3821689,2702,8648,1868,1563,2680,3323904,200992,151196,49796,3821689,200992,True,True,True,0,0,0,0,0,0,0,0,547,0,90467,1.0,0.07542928739433069,4.394399809689744,4.086188499708018,0.07542758000609838,0.07542758000609838,3.4753688748613505,3.231610980424993,0.07542921964088033,0.07542921964088033,61682,61704,-0.00035654090496564243,0.00035654090496564243,49779,49889,-0.0022048948666038605,0.0022048948666038605,49779,49889,-0.0022048948666038605,0.0022048948666038605,2692,2688,0.001488095238095238,0.001488095238095238,48008,47330,0.014324952461440946,0.014324952461440946,48008,49780,-0.03559662515066292,0.03559662515066292
4,W_v28_mysql_heldout,heldout,16.09412726,21147222.97,6,1550,190,3761230,2568,9233,1840,2334,2560,3174400,200362,149099,51263,3761230,200362,True,True,True,0,0,0,0,0,0,0,0,545,0,36797,1.0,0.07620586570363769,4.435082043954739,4.121040963464829,0.07620430936601888,0.07620430936601888,3.375326156603026,3.136320335973324,0.07620580649505918,0.07620580649505918,57813,57833,-0.0003458233188663912,0.0003458233188663912,51108,51228,-0.0023424689622862497,0.0023424689622862497,51108,51228,-0.0023424689622862497,0.0023424689622862497,5465,5462,0.0005492493592090809,0.0005492493592090809,50103,49007,0.022364152059909808,0.022364152059909808,50103,51094,-0.01939562375229968,0.01939562375229968
4,W_v28_pytorch_base,business_base,13.3234475,19878133.38,10,156,0,3181976,622,23080,1556,1306,620,319488,214424,165759,48665,3181976,214424,True,True,True,0,0,0,0,0,0,0,0,1672,0,12080,1.0,0.6751195479498464,0.5969377420595103,1.8374091314883305,-0.6751198566342265,0.6751198566342265,0.40010138354280483,1.2315341592088238,-0.675119540492614,0.675119540492614,49181,49207,-0.0005283801085211454,0.0005283801085211454,48662,48762,-0.002050777244575694,0.002050777244575694,48662,48762,-0.002050777244575694,0.002050777244575694,372,384,-0.03125,0.03125,46611,46609,4.291016756420434e-05,4.291016756420434e-05,46611,48652,-0.041950998931184744,0.041950998931184744
4,W_v28_pytorch_heldout,heldout,13.80666618,21495987.3,8,187,0,3032594,744,17414,1484,1353,742,382976,170618,127737,42881,3032594,170618,True,True,True,0,0,0,0,0,0,0,0,1048,0,185,1.0,0.5957815814008295,0.7813432138518929,1.9329778244168603,-0.5957826292768734,0.5957826292768734,0.5018492419361115,1.241532143051459,-0.5957823204619915,0.5957823204619915,43061,43088,-0.0006266245822502785,0.0006266245822502785,42878,42978,-0.002326771836753688,0.002326771836753688,42878,42978,-0.002326771836753688,0.002326771836753688,3334,3338,-0.0011983223487118035,0.0011983223487118035,41943,41940,7.15307582260372e-05,7.15307582260372e-05,41943,42946,-0.023354910818236856,0.023354910818236856
4,W_v28_redis_base,business_base,18.00692285,22780463.97,10,693,24,3442920,1600,15660,1684,5565,1595,1419264,181092,144623,36469,3442920,181092,True,True,True,0,0,0,0,0,0,0,0,912,0,330,1.0,0.06332480648868834,2.081757960397902,2.2225021348646545,-0.06332690180984837,0.06332690180984837,1.64553518524973,1.7567840982462377,-0.06332531875007595,0.06332531875007595,49400,49426,-0.0005260389268805891,0.0005260389268805891,36426,36522,-0.0026285526531953343,0.0026285526531953343,36426,36522,-0.0026285526531953343,0.0026285526531953343,372,372,0.0,0.0,34696,34696,0.0,0.0,34696,36468,-0.048590545135461224,0.048590545135461224
4,W_v28_redis_heldout,heldout,18.69722694,23928494.13,9,1049,98,3527029,1870,12711,1724,5501,1863,2148352,156697,119932,36765,3527029,156697,True,True,True,0,0,0,0,0,0,0,0,659,0,205,1.0,0.06155524774528722,3.116368711009319,3.3207848883092965,-0.06155658501687878,0.06155658501687878,2.435065603373264,2.594787995633745,-0.06155508370211597,0.06155508370211597,43259,43287,-0.0006468454732367685,0.0006468454732367685,36722,36829,-0.0029053191778218254,0.0029053191778218254,36722,36828,-0.0028782448137286845,0.0028782448137286845,2372,2379,-0.0029424127784783522,0.0029424127784783522,35992,35992,0.0,0.0,35992,36793,-0.021770445465170006,0.021770445465170006
4,W_v28_simd_sse_dense,mechanism,18.6805401,37361370.39,18,101,0,3604828,404,36056,1764,0,4,206848,80,54,26,3604828,80,True,True,True,0,0,0,0,0,0,0,0,60,0,1,1.0,0.16803942498796176,0.45551098535286283,0.5475146636839968,-0.16803874751423054,0.16803874751423054,0.22775372361732654,0.2737554333066378,-0.16803943992513942,0.16803943992513942,23,33,-0.30303030303030304,0.30303030303030304,23,56,-0.5892857142857143,0.5892857142857143,23,56,-0.5892857142857143,0.5892857142857143,64,64,0.0,0.0,7,7,0.0,0.0,7,54,-0.8703703703703703,0.8703703703703703
8,W_v28_bvc_encoder_base,business_base,15.10367271,19337961.53,9,626,1,7064282,3422,30566,3456,9220,3412,1282048,510232,456709,53523,7064282,510232,True,True,True,0,0,0,0,0,0,0,0,2386,0,2319123,1.0,0.023644689928764465,1.8530683181002015,1.810268677989313,0.023642700462799048,0.023642700462799048,1.4473158064754492,1.4138850515356656,0.023644605976612765,0.023644605976612765,54061,54135,-0.0013669529879006188,0.0013669529879006188,53518,53762,-0.004538521632379748,0.004538521632379748,53518,53762,-0.004538521632379748,0.004538521632379748,1767,1751,0.009137635636778984,0.009137635636778984,48588,48585,6.174745291756716e-05,6.174745291756716e-05,48588,53377,-0.0897202915113251,0.0897202915113251
8,W_v28_bvc_encoder_heldout,heldout,15.08969402,19603605.11,6,565,2,6615118,3090,26337,3232,10083,3082,1157120,472046,424392,47654,6615118,472046,True,True,True,0,0,0,0,0,0,0,0,2039,0,1978902,1.0,0.025956291450708463,1.8131612674653952,1.7672922811164438,0.025954386175429233,0.025954386175429233,1.3956641438595654,1.3603543190973109,0.025956344069010664,0.025956344069010664,47876,47942,-0.0013766634683575988,0.0013766634683575988,47650,47880,-0.004803675856307435,0.004803675856307435,47650,47880,-0.004803675856307435,0.004803675856307435,10744,10707,0.0034556831979079107,0.0034556831979079107,45192,45190,4.425757911042266e-05,4.425757911042266e-05,45192,47733,-0.05323361196656401,0.05323361196656401
8,W_v28_cache_L1_mixed,mechanism,25.2940658,32072572.3,13,287,11,6822232,2075,26648,3336,2,57,587776,135264,133133,2131,6822232,135264,True,True,True,0,0,0,0,0,0,0,0,584,0,88,1.0,0.06587554756313142,0.8676876640224818,0.8140641529941707,0.06587135771926697,0.06587135771926697,0.6843027325954321,0.6420112276231366,0.0658734663081637,0.0658734663081637,2095,2112,-0.008049242424242424,0.008049242424242424,2095,2179,-0.038549793483249196,0.038549793483249196,2095,2178,-0.03810835629017447,0.03810835629017447,2280,2336,-0.023972602739726026,0.023972602739726026,2064,2064,0.0,0.0,2064,2163,-0.04576976421636616,0.04576976421636616
8,W_v28_cache_L2_mixed,mechanism,23.03777147,29211618.13,46,492,10,6822232,2740,25384,3336,387,2732,1007616,135264,118573,16691,6822232,135264,True,True,True,0,0,0,0,0,0,0,0,584,0,88,1.0,0.052822480903671296,1.3859031737653242,1.3163273726727516,0.05285600112630166,0.05285600112630166,1.09299390580678,1.0381208279166454,0.052858083967216654,0.052858083967216654,131131,131154,-0.00017536636320661207,0.00017536636320661207,16430,16530,-0.006049606775559589,0.006049606775559589,16430,16529,-0.005989473047371287,0.005989473047371287,2280,2336,-0.023972602739726026,0.023972602739726026,16400,16400,0.0,0.0,16400,16504,-0.006301502666020358,0.006301502666020358
8,W_v28_coh_readmostly_sparse,mechanism,22.73175854,29486857.58,10,235,0,6293848,1880,27291,3080,3603,1872,481280,133216,116773,16443,6293848,133216,True,True,True,0,0,0,0,0,0,0,0,632,0,241,1.0,0.07277091982757469,0.7928083264633141,0.8550313394728967,-0.07277278637288469,0.07277278637288469,0.6111850810505751,0.6591521914006537,-0.07277091842500251,0.07277091842500251,131139,131155,-0.00012199306164461896,0.00012199306164461896,16438,16515,-0.004662428095670602,0.004662428095670602,16438,16515,-0.004662428095670602,0.004662428095670602,2280,2336,-0.023972602739726026,0.023972602739726026,2072,2072,0.0,0.0,2072,10182,-0.7965036338636811,0.7965036338636811
8,W_v28_flink_base,business_base,15.31433402,19313545.13,6,944,9,6949148,4192,22326,3399,5161,4156,1933312,441994,353261,88733,6949148,441994,True,True,True,0,0,0,0,0,0,0,0,1592,0,618,1.0,0.06531527090865011,2.8001573081504785,2.6284831564260815,0.06531301191894275,0.06531301191894275,2.2203352123166753,2.084205124707214,0.06531511030066411,0.06531511030066411,105251,105268,-0.00016149257134171827,0.00016149257134171827,80756,80965,-0.0025813623170505774,0.0025813623170505774,80756,80965,-0.0025813623170505774,0.0025813623170505774,3551,3542,0.002540937323546019,0.002540937323546019,71739,71735,5.5760786227085804e-05,5.5760786227085804e-05,71739,80066,-0.10400169859865611,0.10400169859865611
8,W_v28_flink_heldout,heldout,14.90811162,19577707.77,8,934,15,6426974,3440,24350,3144,5673,3431,1912832,386762,294066,92696,6426974,386762,True,True,True,0,0,0,0,0,0,0,0,1633,0,571,1.0,0.06211925287336647,3.1135408020943034,2.9314512718054884,0.06211583048988074,0.06211583048988074,2.37091156740326,2.232249052166143,0.062117851546430666,0.062117851546430666,96195,96242,-0.0004883522786309512,0.0004883522786309512,79356,79577,-0.0027771843623157445,0.0027771843623157445,79356,79577,-0.0027771843623157445,0.0027771843623157445,10082,10076,0.0005954743946010321,0.0005954743946010321,75120,75119,1.3312211291417618e-05,1.3312211291417618e-05,75120,79257,-0.05219728225898028,0.05219728225898028
8,W_v28_fp_alu_dense,mechanism,28.32258752,36048194.34,11,61,0,6881888,488,114688,3368,0,8,124928,136,85,51,6881888,136,True,True,True,0,0,0,0,0,0,0,0,96,0,9,1.0,0.004132269767036083,0.18251517290153815,0.1832728689063657,-0.004134250799635078,0.004134250799635078,0.14339974727865376,0.14399477937679464,-0.004132317162581601,0.004132317162581601,47,72,-0.3472222222222222,0.3472222222222222,47,117,-0.5982905982905983,0.5982905982905983,47,117,-0.5982905982905983,0.5982905982905983,128,120,0.06666666666666667,0.06666666666666667,9,9,0.0,0.0,9,112,-0.9196428571428571,0.9196428571428571
8,W_v28_gofeed_base,business_base,15.87202718,19915526.5,9,982,19,6545602,3383,25842,3200,10410,3379,2011136,396480,328584,67896,6545602,396480,True,True,True,0,0,0,0,0,0,0,0,1716,0,9174,1.0,0.10954486182786663,3.079820274843999,2.775756901925753,0.10954250810195014,0.10954250810195014,2.4545166357502337,2.2121833259976738,0.1095448586492125,0.1095448586492125,99244,99304,-0.0006042052686699428,0.0006042052686699428,67891,68108,-0.0031861161684383628,0.0031861161684383628,67891,68108,-0.0031861161684383628,0.0031861161684383628,12153,12142,0.0009059463020919124,0.0009059463020919124,55546,54512,0.018968300557675375,0.018968300557675375,55546,66423,-0.16375351911235567,0.16375351911235567
8,W_v28_gofeed_heldout,heldout,16.00111969,20540959.84,8,1042,14,6411005,3646,22808,3136,9288,3634,2134016,338083,260652,77431,6411005,338083,True,True,True,0,0,0,0,0,0,0,0,1344,0,7556,1.0,0.06598973458426226,3.416564962977187,3.205069931365162,0.06598764961173292,0.06598764961173292,2.661456199145064,2.49669945066755,0.06598982045414492,0.06598982045414492,94092,94154,-0.0006584956560528496,0.0006584956560528496,77090,77367,-0.0035803378701513566,0.0035803378701513566,77090,77367,-0.0035803378701513566,0.0035803378701513566,11076,11070,0.0005420054200542005,0.0005420054200542005,70744,69146,0.02311051976976253,0.02311051976976253,70744,76798,-0.07883017786921534,0.07883017786921534
8,W_v28_int_alu_dense,mechanism,30.02901667,35560762.92,8,331,0,7373064,2648,22416,3608,0,8,677888,40,5,35,7373064,40,True,True,True,0,0,0,0,0,0,0,0,32,0,9,1.0,0.0012035590108697542,0.8686262152014864,0.8696748041648812,-0.0012057253566195858,0.0012057253566195858,0.733504822418468,0.734388717492869,-0.0012035793216139535,0.0012035793216139535,31,85,-0.6352941176470588,0.6352941176470588,31,147,-0.7891156462585034,0.7891156462585034,31,147,-0.7891156462585034,0.7891156462585034,112,128,-0.125,0.125,7,7,0.0,0.0,7,139,-0.9496402877697842,0.9496402877697842
8,W_v28_int_div_serial,mechanism,6.441567519,30384454.6,8,434,0,7419965,3464,17937,3626,1405,1299,888832,131120,131077,43,7419965,131120,True,True,True,0,0,0,0,0,0,0,0,317,0,9,1.0,0.16102962811836588,4.5047684495323725,3.8799320566838476,0.16104312748779642,0.16104312748779642,0.9550202730066786,0.822562868479763,0.1610301286413761,0.1610301286413761,38,57,-0.3333333333333333,0.3333333333333333,38,115,-0.6695652173913044,0.6695652173913044,38,115,-0.6695652173913044,0.6695652173913044,98826,98826,0.0,0.0,15,15,0.0,0.0,15,98,-0.8469387755102041,0.8469387755102041
8,W_v28_marine_base,business_base,14.05230056,17507451.8,7,953,10,7014825,3788,26789,3432,14933,3766,1951744,566256,468606,97650,7014825,566256,True,True,True,0,0,0,0,0,0,0,0,2345,0,8945,1.0,0.025759112265977005,2.7700616667261646,2.843309110897787,-0.02576133698966492,0.02576133698966492,2.223381196252223,2.2821684323909452,-0.02575937661057418,0.02575937661057418,113348,113385,-0.0003263218238744102,0.0003263218238744102,97476,97738,-0.0026806359860033968,0.0026806359860033968,97476,97738,-0.0026806359860033968,0.0026806359860033968,8623,8619,0.00046409096182851837,0.00046409096182851837,89826,89769,0.0006349630718845036,0.0006349630718845036,89826,97026,-0.07420691361078474,0.07420691361078474
8,W_v28_marine_heldout,heldout,15.58710055,19889788.44,12,891,8,6561758,4019,21655,3208,9208,3982,1824768,345727,247383,98344,6561758,345727,True,True,True,0,0,0,0,0,0,0,0,1345,0,6389,1.0,0.052384808054969326,2.8329272874501483,2.691917475123991,0.05238266537857458,0.05238266537857458,2.2200901039020335,2.1095801811909434,0.052384793759629865,0.052384793759629865,103079,103113,-0.0003297353389000417,0.0003297353389000417,98172,98399,-0.0023069340135570483,0.0023069340135570483,98172,98399,-0.0023069340135570483,0.0023069340135570483,15474,15471,0.00019391118867558658,0.00019391118867558658,94078,88796,0.059484661471237446,0.059484661471237446,94078,97956,-0.03958920331577443,0.03958920331577443
