cores,workload,domain,fastsim_mips,fastsim_uops_per_second,frontier_waits,branch_outcome_coverage,per_core_uop_cpi_mape,macro_cpi_fastsim,macro_cpi_gem5,macro_cpi_signed_error,macro_cpi_absolute_error,uop_cpi_fastsim,uop_cpi_gem5,uop_cpi_signed_error,uop_cpi_absolute_error,l1d_miss_fastsim,l1d_miss_gem5,l1d_miss_signed_error,l1d_miss_absolute_error,private_l2_miss_fastsim,private_l2_miss_gem5,private_l2_miss_signed_error,private_l2_miss_absolute_error,cha_llc_lookup_fastsim,cha_llc_lookup_gem5,cha_llc_lookup_signed_error,cha_llc_lookup_absolute_error,branch_miss_fastsim,branch_miss_gem5,branch_miss_signed_error,branch_miss_absolute_error,llc_tag_vs_functional_path_fastsim,llc_tag_vs_functional_path_gem5,llc_tag_vs_functional_path_signed_error,llc_tag_vs_functional_path_absolute_error,llc_tag_vs_ruby_demand_miss_fastsim,llc_tag_vs_ruby_demand_miss_gem5,llc_tag_vs_ruby_demand_miss_signed_error,llc_tag_vs_ruby_demand_miss_absolute_error
4,W_v28_int_alu_dense,mechanism,23.41778661,27731655.92,894,1.0,0.6587175321583489,0.2967777083927603,0.8695971444320666,-0.6587181658852093,0.6587181658852093,0.25061168599648664,0.7343233638577826,-0.6587175373531722,0.6587175373531722,15,42,-0.6428571428571429,0.6428571428571429,15,73,-0.7945205479452054,0.7945205479452054,15,73,-0.7945205479452054,0.7945205479452054,56,64,-0.125,0.125,5,5,0.0,0.0,5,68,-0.9264705882352942,0.9264705882352942
4,W_v28_int_div_serial,mechanism,20.60050756,97170925.51,248,1.0,0.3502991634268131,2.5210902655227305,3.880342412807551,-0.35029180486712724,0.35029180486712724,0.5344781763733939,0.8226513217956594,-0.35029803974939167,0.35029803974939167,19,28,-0.32142857142857145,0.32142857142857145,19,56,-0.6607142857142857,0.6607142857142857,19,56,-0.6607142857142857,0.6607142857142857,49452,49452,0.0,0.0,9,9,0.0,0.0,9,52,-0.8269230769230769,0.8269230769230769
4,W_v28_marine_base,business_base,63.51183637,79127463.96,3,1.0,0.0401850320264653,2.8865618783745384,2.7750517545392674,0.040183078983254704,0.040183078983254704,2.3169053639020896,2.2273976711477728,0.040184873098207785,0.040184873098207785,56675,56688,-0.0002293254304261925,0.0002293254304261925,48757,48876,-0.002434732793190932,0.002434732793190932,48757,48876,-0.002434732793190932,0.002434732793190932,4327,4325,0.00046242774566473987,0.00046242774566473987,47071,47054,0.00036128703192077186,0.00036128703192077186,47071,48760,-0.03463904840032814,0.03463904840032814
4,W_v28_marine_heldout,heldout,56.93040441,72647093.68,4,1.0,0.14745433053654872,3.0195287174782273,2.6315069979554697,0.14745228487867532,0.14745228487867532,2.3662748542627923,2.0621953382678604,0.14745427377909953,0.14745427377909953,51536,51554,-0.0003491484656864647,0.0003491484656864647,49090,49203,-0.002296607930410747,0.002296607930410747,49090,49203,-0.002296607930410747,0.002296607930410747,7789,7786,0.0003853069612124326,0.0003853069612124326,48134,45456,0.058914114748328056,0.058914114748328056,48134,49061,-0.018894845192719268,0.018894845192719268
4,W_v28_memory_random_mlp,mechanism,23.312261,26868701.31,3,1.0,0.9411240120610442,6.934297471077937,3.5723553957519174,0.9410995555828202,0.9410995555828202,6.016448307243286,3.0994953010087247,0.941105800446042,0.941105800446042,137390,137417,-0.00019648224018862294,0.00019648224018862294,97262,97327,-0.0006678516752802408,0.0006678516752802408,97262,97326,-0.0006575837905595627,0.0006575837905595627,56,61,-0.08196721311475409,0.08196721311475409,91142,91132,0.0001097309397357679,0.0001097309397357679,91142,91206,-0.000701708220950376,0.000701708220950376
4,W_v28_memory_seq_moderate,mechanism,45.80265333,52789831.21,4,1.0,0.6570722600909016,9.102954502197102,5.49341494144201,0.657066615071243,0.657066615071243,7.898101959967762,4.766299965222074,0.6570719462890057,0.6570719462890057,131102,131116,-0.000106775679550932,0.000106775679550932,131102,131207,-0.0008002621811336285,0.0008002621811336285,131102,131207,-0.0008002621811336285,0.0008002621811336285,56,60,-0.06666666666666667,0.06666666666666667,131082,131082,0.0,0.0,131082,131148,-0.0005032482386311648,0.0005032482386311648
4,W_v28_mysql_base,business_base,75.69975108,95717888.86,4,1.0,0.35202914044562866,2.647726847873882,4.086188499708018,-0.35203017480395793,0.35203017480395793,2.0939895946530447,3.231610980424993,-0.3520291868863307,0.3520291868863307,61682,61704,-0.00035654090496564243,0.00035654090496564243,49779,49889,-0.0022048948666038605,0.0022048948666038605,49779,49889,-0.0022048948666038605,0.0022048948666038605,2692,2688,0.001488095238095238,0.001488095238095238,48008,47330,0.014324952461440946,0.014324952461440946,48008,49780,-0.03559662515066292,0.03559662515066292
4,W_v28_mysql_heldout,heldout,71.68521703,94192325.16,4,1.0,0.30140503051861267,2.8789344242250627,4.121040963464829,-0.30140601616234497,0.30140601616234497,2.191017566062166,3.136320335973324,-0.30140504433447585,0.30140504433447585,57813,57833,-0.0003458233188663912,0.0003458233188663912,51108,51228,-0.0023424689622862497,0.0023424689622862497,51108,51228,-0.0023424689622862497,0.0023424689622862497,5465,5462,0.0005492493592090809,0.0005492493592090809,50103,49007,0.022364152059909808,0.022364152059909808,50103,51094,-0.01939562375229968,0.01939562375229968
4,W_v28_pytorch_base,business_base,53.85374157,80347962.33,3,1.0,0.9412809361997965,3.566923769423371,1.8374091314883305,0.9412790043848895,0.9412790043848895,2.3907537329005626,1.2315341592088238,0.9412808934479396,0.9412808934479396,49181,49207,-0.0005283801085211454,0.0005283801085211454,48662,48762,-0.002050777244575694,0.002050777244575694,48662,48762,-0.002050777244575694,0.002050777244575694,372,384,-0.03125,0.03125,46611,46609,4.291016756420434e-05,4.291016756420434e-05,46611,48652,-0.041950998931184744,0.041950998931184744
4,W_v28_pytorch_heldout,heldout,46.15456723,71859345.16,3,1.0,0.8108825590904137,3.500391722789641,1.9329778244168603,0.810880434619387,0.810880434619387,2.248267984438405,1.241532143051459,0.8108818180998304,0.8108818180998304,43061,43088,-0.0006266245822502785,0.0006266245822502785,42878,42978,-0.002326771836753688,0.002326771836753688,42878,42978,-0.002326771836753688,0.002326771836753688,3334,3338,-0.0011983223487118035,0.0011983223487118035,41943,41940,7.15307582260372e-05,7.15307582260372e-05,41943,42946,-0.023354910818236856,0.023354910818236856
4,W_v28_redis_base,business_base,87.39304117,110560479.5,173,1.0,0.005628438440525952,2.235006276015333,2.2225021348646545,0.005626154843464312,0.005626154843464312,1.7666710234335972,1.7567840982462377,0.005627854439956151,0.005627854439956151,49400,49426,-0.0005260389268805891,0.0005260389268805891,36426,36522,-0.0026285526531953343,0.0026285526531953343,36426,36522,-0.0026285526531953343,0.0026285526531953343,372,372,0.0,0.0,34696,34696,0.0,0.0,34696,36468,-0.048590545135461224,0.048590545135461224
4,W_v28_redis_heldout,heldout,85.86463896,109888568.9,233,1.0,0.32993726330678935,2.2251324136494643,3.3207848883092965,-0.3299378043175989,0.3299378043175989,1.7386721231949043,2.594787995633745,-0.3299367323571053,0.3299367323571053,43259,43287,-0.0006468454732367685,0.0006468454732367685,36722,36829,-0.0029053191778218254,0.0029053191778218254,36722,36828,-0.0028782448137286845,0.0028782448137286845,2372,2379,-0.0029424127784783522,0.0029424127784783522,35992,35992,0.0,0.0,35992,36793,-0.021770445465170006,0.021770445465170006
4,W_v28_simd_sse_dense,mechanism,14.70245215,29405132.7,874,1.0,0.08352432577991059,0.5017842876165113,0.5475146636839968,-0.08352356402618515,0.08352356402618515,0.2508901950384318,0.2737554333066378,-0.0835243267759888,0.0835243267759888,23,33,-0.30303030303030304,0.30303030303030304,23,56,-0.5892857142857143,0.5892857142857143,23,56,-0.5892857142857143,0.5892857142857143,64,64,0.0,0.0,7,7,0.0,0.0,7,54,-0.8703703703703703,0.8703703703703703
8,W_v28_bvc_encoder_base,business_base,67.64330125,86606985.1,8,1.0,0.01707818945845862,1.8411798960719128,1.810268677989313,0.017075486339924607,0.017075486339924607,1.438030503312297,1.4138850515356656,0.017077379628850576,0.017077379628850576,54061,54135,-0.0013669529879006188,0.0013669529879006188,53519,53762,-0.004519921133886388,0.004519921133886388,53519,53762,-0.004519921133886388,0.004519921133886388,1767,1751,0.009137635636778984,0.009137635636778984,48588,48585,6.174745291756716e-05,6.174745291756716e-05,48588,53377,-0.0897202915113251,0.0897202915113251
8,W_v28_bvc_encoder_heldout,heldout,68.23674022,88648988.32,7,1.0,0.05853294523883282,1.8707333924334328,1.7672922811164438,0.05853084541943604,0.05853084541943604,1.439979755463168,1.3603543190973109,0.05853286548073302,0.05853286548073302,47876,47942,-0.0013766634683575988,0.0013766634683575988,47649,47880,-0.004824561403508772,0.004824561403508772,47649,47880,-0.004824561403508772,0.004824561403508772,10744,10707,0.0034556831979079107,0.0034556831979079107,45192,45190,4.425757911042266e-05,4.425757911042266e-05,45192,47733,-0.05323361196656401,0.05323361196656401
8,W_v28_cache_L1_mixed,mechanism,170.7880385,216557186.1,257,1.0,0.41958340533375915,0.472494591439978,0.8140641529941707,-0.41958555759749633,0.41958555759749633,0.372633325867546,0.6420112276231366,-0.41958440937689734,0.41958440937689734,2095,2112,-0.008049242424242424,0.008049242424242424,2095,2179,-0.038549793483249196,0.038549793483249196,2095,2178,-0.03810835629017447,0.03810835629017447,2280,2336,-0.023972602739726026,0.023972602739726026,2064,2064,0.0,0.0,2064,2163,-0.04576976421636616,0.04576976421636616
8,W_v28_cache_L2_mixed,mechanism,155.9656553,197762581.8,214,1.0,0.2992363237147276,0.9224336289764997,1.3163273726727516,-0.29923691619089093,0.29923691619089093,0.7274781918879335,1.0381208279166454,-0.29923552988733076,0.29923552988733076,131131,131154,-0.00017536636320661207,0.00017536636320661207,16430,16530,-0.006049606775559589,0.006049606775559589,16430,16529,-0.005989473047371287,0.005989473047371287,2280,2336,-0.023972602739726026,0.023972602739726026,16400,16400,0.0,0.0,16400,16504,-0.006301502666020358,0.006301502666020358
8,W_v28_coh_readmostly_sparse,mechanism,169.232393,219522456.3,221,1.0,0.025852008866434083,0.8329253915910965,0.8550313394728967,-0.025853962142987547,0.025853962142987547,0.6421117891630049,0.6591521914006537,-0.025851999674671642,0.025851999674671642,131139,131155,-0.00012199306164461896,0.00012199306164461896,16439,16515,-0.004601877081441114,0.004601877081441114,16439,16515,-0.004601877081441114,0.004601877081441114,2280,2336,-0.023972602739726026,0.023972602739726026,2072,2072,0.0,0.0,2072,10182,-0.7965036338636811,0.7965036338636811
8,W_v28_flink_base,business_base,61.02761043,76964463.92,8,1.0,0.07793754577701784,2.4236198877573316,2.6284831564260815,-0.07793973043650779,0.07793973043650779,1.921766524471777,2.084205124707214,-0.07793791422437671,0.07793791422437671,105251,105268,-0.00016149257134171827,0.00016149257134171827,80756,80965,-0.0025813623170505774,0.0025813623170505774,80756,80965,-0.0025813623170505774,0.0025813623170505774,3551,3542,0.002540937323546019,0.002540937323546019,71739,71735,5.5760786227085804e-05,5.5760786227085804e-05,71739,80066,-0.10400169859865611,0.10400169859865611
8,W_v28_flink_heldout,heldout,58.12645127,76333120.22,6,1.0,0.06879258597468772,2.729779376457641,2.9314512718054884,-0.06879592278661256,0.06879592278661256,2.078683374166443,2.232249052166143,-0.06879415083665594,0.06879415083665594,96195,96242,-0.0004883522786309512,0.0004883522786309512,79356,79577,-0.0027771843623157445,0.0027771843623157445,79356,79577,-0.0027771843623157445,0.0027771843623157445,10082,10076,0.0005954743946010321,0.0005954743946010321,75120,75119,1.3312211291417618e-05,1.3312211291417618e-05,75120,79257,-0.05219728225898028,0.05219728225898028
8,W_v28_fp_alu_dense,mechanism,22.40093133,28511276.58,1664,1.0,0.7424004170306112,0.31933409382786193,0.1832728689063657,0.742396982888995,0.742396982888995,0.25089655629385427,0.14399477937679464,0.7424003660391544,0.7424003660391544,49,72,-0.3194444444444444,0.3194444444444444,49,117,-0.5811965811965812,0.5811965811965812,49,117,-0.5811965811965812,0.5811965811965812,128,120,0.06666666666666667,0.06666666666666667,9,9,0.0,0.0,9,112,-0.9196428571428571,0.9196428571428571
8,W_v28_gofeed_base,business_base,67.18318646,84298528.18,8,1.0,0.22956221256624829,2.138542645906401,2.775756901925753,-0.22956414359530847,0.22956414359530847,1.704348965916351,2.2121833259976738,-0.22956251143982118,0.22956251143982118,99244,99304,-0.0006042052686699428,0.0006042052686699428,67891,68108,-0.0031861161684383628,0.0031861161684383628,67891,68108,-0.0031861161684383628,0.0031861161684383628,12153,12142,0.0009059463020919124,0.0009059463020919124,55546,54512,0.018968300557675375,0.018968300557675375,55546,66423,-0.16375351911235567,0.16375351911235567
8,W_v28_gofeed_heldout,heldout,66.9641709,85963255.81,7,1.0,0.22860513958709544,2.472368000291545,3.205069931365162,-0.22860715889638364,0.22860715889638364,1.925940004726248,2.49669945066755,-0.22860558798484787,0.22860558798484787,94092,94154,-0.0006584956560528496,0.0006584956560528496,77090,77367,-0.0035803378701513566,0.0035803378701513566,77090,77367,-0.0035803378701513566,0.0035803378701513566,11076,11070,0.0005420054200542005,0.0005420054200542005,70744,69146,0.02311051976976253,0.02311051976976253,70744,76798,-0.07883017786921534,0.07883017786921534
8,W_v28_int_alu_dense,mechanism,24.47252312,28980688.99,1785,1.0,0.6587793000024265,0.2967504041034813,0.8696748041648812,-0.6587800374549881,0.6587800374549881,0.2505886290963974,0.734388717492869,-0.6587793043010215,0.6587793043010215,31,85,-0.6352941176470588,0.6352941176470588,31,147,-0.7891156462585034,0.7891156462585034,31,147,-0.7891156462585034,0.7891156462585034,112,128,-0.125,0.125,7,7,0.0,0.0,7,139,-0.9496402877697842,0.9496402877697842
8,W_v28_int_div_serial,mechanism,43.82219629,206706446.8,264,1.0,0.3504410194139762,2.5202752872131047,3.8799320566838476,-0.3504331389330649,0.3504331389330649,0.5343035984671086,0.822562868479763,-0.35044041137598014,0.35044041137598014,38,57,-0.3333333333333333,0.3333333333333333,38,115,-0.6695652173913044,0.6695652173913044,38,115,-0.6695652173913044,0.6695652173913044,98826,98826,0.0,0.0,15,15,0.0,0.0,15,98,-0.8469387755102041,0.8469387755102041
8,W_v28_marine_base,business_base,51.88926417,64647691.47,8,1.0,0.0013728704839428055,2.8393992143047053,2.843309110897787,-0.0013751218881182961,0.0013751218881182961,2.279034758529258,2.2821684323909452,-0.0013731124386837457,0.0013731124386837457,113348,113385,-0.0003263218238744102,0.0003263218238744102,97476,97738,-0.0026806359860033968,0.0026806359860033968,97476,97738,-0.0026806359860033968,0.0026806359860033968,8623,8619,0.00046409096182851837,0.00046409096182851837,89826,89769,0.0006349630718845036,0.0006349630718845036,89826,97026,-0.07420691361078474,0.07420691361078474
8,W_v28_marine_heldout,heldout,59.35363414,75737705.18,7,1.0,0.10759088417808378,2.9815363858338215,2.691917475123991,0.10758833188097292,0.10758833188097292,2.336551119379898,2.1095801811909434,0.10759057191218983,0.10759057191218983,103079,103113,-0.0003297353389000417,0.0003297353389000417,98171,98399,-0.002317096718462586,0.002317096718462586,98171,98399,-0.002317096718462586,0.002317096718462586,15474,15471,0.00019391118867558658,0.00019391118867558658,94078,88796,0.059484661471237446,0.059484661471237446,94078,97956,-0.03958920331577443,0.03958920331577443
8,W_v28_memory_random_mlp,mechanism,22.83279697,26316091.85,8,1.0,0.8475773806524858,7.038117955677662,3.8094245316490527,0.8475541114423779,0.8475541114423779,6.106526729957692,3.30518265861118,0.8475610459978699,0.8475610459978699,274830,274884,-0.00019644650106954206,0.00019644650106954206,194402,194651,-0.0012792125393653257,0.0012792125393653257,194402,194650,-0.001274081685075777,0.001274081685075777,112,122,-0.08196721311475409,0.08196721311475409,182103,182085,9.885493038965319e-05,9.885493038965319e-05,182103,182232,-0.0007078888449888054,0.0007078888449888054
8,W_v28_memory_seq_moderate,mechanism,47.35073874,54574076.47,7,1.0,0.20427966667580127,9.102929676186063,7.585248284173016,0.20008328470668024,0.20008328470668024,7.898080419887956,6.581252214284641,0.20008778918168987,0.20008778918168987,262203,262237,-0.00012965371019345095,0.00012965371019345095,262203,262432,-0.0008726069991464455,0.0008726069991464455,262203,262432,-0.0008726069991464455,0.0008726069991464455,112,120,-0.06666666666666667,0.06666666666666667,262160,262160,0.0,0.0,262160,262289,-0.0004918239041667779,0.0004918239041667779
8,W_v28_mysql_base,business_base,62.86189466,79484598.76,8,1.0,0.36251575656055296,2.602123546854257,4.081870896161736,-0.3625169406261513,0.3625169406261513,2.057938504526736,3.228218873844856,-0.36251580671923245,0.36251580671923245,123379,123433,-0.0004374843032252315,0.0004374843032252315,99538,99790,-0.002525303136586832,0.002525303136586832,99538,99790,-0.002525303136586832,0.002525303136586832,5414,5406,0.0014798372179060304,0.0014798372179060304,91658,90334,0.01465671840060221,0.01465671840060221,91658,99056,-0.07468502665159102,0.07468502665159102
8,W_v28_mysql_heldout,heldout,60.21196241,79119355.53,8,1.0,0.32302850830471586,2.840207989408348,4.1954711404926215,-0.3230300258781286,0.3230300258781286,2.161474844540506,3.1928614545135443,-0.3230289270820169,0.3230289270820169,115625,115666,-0.00035446890183805094,0.00035446890183805094,102188,102456,-0.002615757007886312,0.002615757007886312,102188,102456,-0.002615757007886312,0.002615757007886312,11151,11144,0.000628140703517588,0.000628140703517588,97857,95669,0.022870522321755217,0.022870522321755217,97857,101990,-0.04052358074321012,0.04052358074321012
8,W_v28_pytorch_base,business_base,45.70697954,68193268.72,8,1.0,0.8446569467754835,3.4993400508266364,1.8970167211033246,0.8446542995105408,0.8446542995105408,2.3454553082738525,1.2714862866929153,0.844656393718793,0.844656393718793,98360,98419,-0.0005994777431187067,0.0005994777431187067,97341,97544,-0.0020811121135077505,0.0020811121135077505,97341,97543,-0.0020708815599274166,0.0020708815599274166,744,764,-0.02617801047120419,0.02617801047120419,88260,88255,5.665401393688743e-05,5.665401393688743e-05,88260,96681,-0.08710087814565426,0.08710087814565426
8,W_v28_pytorch_heldout,heldout,50.6278266,78824382.09,7,1.0,0.7257513507548333,3.4698870894207428,2.0106602490052623,0.7257451084226718,0.7257451084226718,2.228661198798089,1.291418530773907,0.7257466465674156,0.7257466465674156,86113,86173,-0.0006962737748482704,0.0006962737748482704,85730,85931,-0.0023390860108691855,0.0023390860108691855,85730,85930,-0.002327475852438031,0.002327475852438031,6736,6744,-0.0011862396204033216,0.0011862396204033216,81567,81560,8.582638548307995e-05,8.582638548307995e-05,81567,85663,-0.0478152761402239,0.0478152761402239
8,W_v28_redis_base,business_base,71.28931717,90187742.47,6,1.0,0.03663795613445747,2.190457406873927,2.273768081114509,-0.03663991720727582,0.03663991720727582,1.7314571642675403,1.7973069272536923,-0.036638017685032435,0.036638017685032435,98793,98856,-0.0006372906045156591,0.0006372906045156591,72796,73010,-0.002931105328037255,0.002931105328037255,72796,73010,-0.002931105328037255,0.002931105328037255,744,744,0.0,0.0,65420,65414,9.172348426942244e-05,9.172348426942244e-05,65420,72401,-0.09642132014751177,0.09642132014751177
8,W_v28_redis_heldout,heldout,79.01773078,101125939.5,7,1.0,0.3521436225489962,2.2014432073888037,3.398046303893204,-0.3521444352107357,0.3521444352107357,1.7201624777876798,2.6551585885552655,-0.3521432259443076,0.3521432259443076,86514,86583,-0.0007969231835348741,0.0007969231835348741,73443,73673,-0.003121903546753899,0.003121903546753899,73443,73672,-0.0031083722445433815,0.0031083722445433815,4772,4782,-0.002091175240485153,0.002091175240485153,70102,70102,0.0,0.0,70102,73452,-0.04560801611937047,0.04560801611937047
8,W_v28_simd_sse_dense,mechanism,14.385653,28771529.48,1746,1.0,0.08364492559656396,0.5017426764314248,0.5475412419122355,-0.08364404719699949,0.08364404719699949,0.25086938960749305,0.2737687603029528,-0.08364493695379727,0.08364493695379727,49,77,-0.36363636363636365,0.36363636363636365,49,121,-0.5950413223140496,0.5950413223140496,49,121,-0.5950413223140496,0.5950413223140496,128,128,0.0,0.0,9,9,0.0,0.0,9,116,-0.9224137931034483,0.9224137931034483
